Frame,Flat,Construction,Object,Nature,Sky,Human,Vehicle
frame_0677,0.1966,0.3626,0.0012,0.1294,0.2421,0.0661,0.0020
frame_0678,0.2239,0.3403,0.0015,0.1279,0.2418,0.0626,0.0020
frame_0679,0.1688,0.3917,0.0031,0.1280,0.2425,0.0634,0.0025
frame_0680,0.1325,0.4350,0.0009,0.1275,0.2417,0.0579,0.0045
frame_0681,0.2276,0.3361,0.0019,0.1276,0.2386,0.0642,0.0040
frame_0682,0.2146,0.3538,0.0017,0.1300,0.2388,0.0537,0.0074
frame_0683,0.2181,0.3568,0.0021,0.1278,0.2356,0.0517,0.0080
frame_0684,0.2100,0.3629,0.0032,0.1276,0.2322,0.0538,0.0103
frame_0685,0.2272,0.3514,0.0028,0.1302,0.2271,0.0520,0.0093
frame_0686,0.1760,0.4010,0.0015,0.1291,0.2176,0.0632,0.0116
frame_0687,0.2034,0.3722,0.0019,0.1311,0.2119,0.0713,0.0082
frame_0688,0.2237,0.3671,0.0011,0.1317,0.2036,0.0720,0.0008
frame_0689,0.2346,0.3570,0.0031,0.1329,0.1945,0.0761,0.0018
frame_0690,0.2351,0.3661,0.0045,0.1347,0.1866,0.0704,0.0025
frame_0691,0.2114,0.3971,0.0011,0.1353,0.1827,0.0601,0.0124
frame_0692,0.2227,0.3872,0.0011,0.1352,0.1832,0.0635,0.0070
frame_0693,0.1473,0.4623,0.0019,0.1364,0.1822,0.0626,0.0073
frame_0694,0.1825,0.4255,0.0006,0.1393,0.1820,0.0637,0.0063
frame_0695,0.2022,0.4051,0.0003,0.1423,0.1839,0.0593,0.0070
frame_0696,0.2023,0.4043,0.0008,0.1432,0.1789,0.0690,0.0016
frame_0697,0.2052,0.4010,0.0003,0.1481,0.1785,0.0598,0.0072
frame_0698,0.2353,0.3630,0.0026,0.1531,0.1791,0.0628,0.0042
frame_0699,0.2342,0.3650,0.0010,0.1549,0.1747,0.0599,0.0103
frame_0700,0.2080,0.3905,0.0011,0.1604,0.1751,0.0590,0.0058
frame_0701,0.2550,0.3279,0.0017,0.1672,0.1718,0.0641,0.0124
frame_0702,0.2588,0.3238,0.0019,0.1725,0.1690,0.0614,0.0126
frame_0703,0.2083,0.3684,0.0050,0.1759,0.1652,0.0615,0.0157
frame_0704,0.2384,0.3233,0.0053,0.1839,0.1612,0.0637,0.0242
frame_0705,0.2607,0.2967,0.0076,0.1908,0.1588,0.0613,0.0240
frame_0706,0.2562,0.2982,0.0103,0.1966,0.1612,0.0649,0.0125
frame_0707,0.2645,0.2743,0.0150,0.2047,0.1598,0.0687,0.0130
frame_0708,0.2730,0.2660,0.0146,0.2116,0.1563,0.0694,0.0089
frame_0709,0.2715,0.2592,0.0137,0.2138,0.1547,0.0789,0.0082
frame_0710,0.2666,0.2696,0.0054,0.2175,0.1522,0.0820,0.0067
frame_0711,0.2668,0.2655,0.0049,0.2213,0.1485,0.0809,0.0121
frame_0712,0.2744,0.2546,0.0049,0.2262,0.1451,0.0856,0.0094
frame_0713,0.2676,0.2544,0.0044,0.2329,0.1420,0.0823,0.0165
frame_0714,0.2725,0.2500,0.0048,0.2369,0.1388,0.0942,0.0028
frame_0715,0.2673,0.2569,0.0048,0.2439,0.1347,0.0806,0.0119
frame_0716,0.2684,0.2542,0.0045,0.2468,0.1301,0.0828,0.0130
frame_0717,0.2685,0.2513,0.0035,0.2538,0.1270,0.0933,0.0026
frame_0718,0.2791,0.2457,0.0028,0.2640,0.1228,0.0768,0.0088
frame_0719,0.2814,0.2408,0.0038,0.2670,0.1199,0.0825,0.0046
frame_0720,0.2881,0.2444,0.0028,0.2698,0.1176,0.0660,0.0112
frame_0721,0.2808,0.2504,0.0019,0.2692,0.1139,0.0741,0.0097
frame_0722,0.2854,0.2552,0.0029,0.2641,0.1114,0.0700,0.0112
frame_0723,0.2413,0.2959,0.0014,0.2654,0.1081,0.0601,0.0278
frame_0724,0.2705,0.2663,0.0012,0.2590,0.1044,0.0744,0.0242
frame_0725,0.2789,0.2729,0.0021,0.2613,0.0996,0.0661,0.0190
frame_0726,0.2796,0.2895,0.0009,0.2646,0.0914,0.0616,0.0125
frame_0727,0.2822,0.2892,0.0011,0.2727,0.0826,0.0654,0.0069
frame_0728,0.2999,0.2805,0.0030,0.2811,0.0746,0.0506,0.0102
frame_0729,0.2891,0.2839,0.0021,0.2891,0.0685,0.0586,0.0087
frame_0730,0.2783,0.2995,0.0015,0.2969,0.0612,0.0603,0.0023
frame_0731,0.2934,0.2881,0.0012,0.3088,0.0516,0.0516,0.0053
frame_0732,0.2804,0.2941,0.0018,0.3155,0.0471,0.0600,0.0012
frame_0733,0.2903,0.2531,0.0012,0.3332,0.0421,0.0584,0.0217
frame_0734,0.2780,0.2767,0.0030,0.3372,0.0382,0.0586,0.0083
frame_0735,0.2756,0.2803,0.0024,0.3342,0.0347,0.0638,0.0089
frame_0736,0.2782,0.2858,0.0046,0.3348,0.0354,0.0582,0.0030
frame_0737,0.2584,0.2981,0.0053,0.3324,0.0360,0.0670,0.0029
frame_0738,0.2581,0.2944,0.0019,0.3282,0.0380,0.0715,0.0078
frame_0739,0.2280,0.3193,0.0028,0.3357,0.0391,0.0707,0.0043
frame_0740,0.2371,0.2891,0.0031,0.3511,0.0402,0.0776,0.0017
frame_0741,0.2308,0.2913,0.0041,0.3593,0.0441,0.0674,0.0030
frame_0742,0.2493,0.2848,0.0031,0.3445,0.0436,0.0706,0.0041
frame_0743,0.2540,0.2959,0.0030,0.3270,0.0468,0.0712,0.0022
frame_0744,0.2540,0.2982,0.0038,0.3159,0.0561,0.0689,0.0031
frame_0745,0.2442,0.3098,0.0081,0.3075,0.0494,0.0796,0.0014
frame_0746,0.2428,0.3090,0.0094,0.3041,0.0563,0.0760,0.0024
frame_0747,0.2376,0.2994,0.0133,0.3057,0.0649,0.0765,0.0025
frame_0748,0.2459,0.2912,0.0105,0.2992,0.0649,0.0756,0.0127
frame_0749,0.2426,0.2905,0.0104,0.3059,0.0628,0.0743,0.0134
frame_0750,0.2495,0.2921,0.0085,0.3080,0.0593,0.0690,0.0136
frame_0751,0.2461,0.3003,0.0065,0.3061,0.0659,0.0648,0.0103
frame_0752,0.2360,0.2980,0.0063,0.3055,0.0651,0.0545,0.0346
frame_0753,0.2531,0.2937,0.0058,0.3070,0.0626,0.0671,0.0107
frame_0754,0.2423,0.3111,0.0051,0.3127,0.0615,0.0566,0.0105
frame_0755,0.1596,0.3701,0.0039,0.3334,0.0599,0.0542,0.0190
frame_0756,0.2385,0.2873,0.0037,0.3459,0.0563,0.0542,0.0141
frame_0757,0.1677,0.3535,0.0071,0.3473,0.0547,0.0601,0.0097
frame_0758,0.1530,0.3774,0.0043,0.3436,0.0452,0.0600,0.0164
frame_0759,0.1657,0.3753,0.0027,0.3475,0.0335,0.0550,0.0204
frame_0760,0.1670,0.3633,0.0034,0.3482,0.0348,0.0595,0.0237
frame_0761,0.1563,0.3686,0.0029,0.3519,0.0289,0.0758,0.0156
frame_0762,0.1590,0.3589,0.0027,0.3593,0.0267,0.0762,0.0173
frame_0763,0.1589,0.3653,0.0032,0.3655,0.0255,0.0613,0.0203
frame_0764,0.1596,0.3403,0.0019,0.3616,0.0248,0.0767,0.0351
frame_0765,0.1492,0.3430,0.0021,0.3650,0.0254,0.0815,0.0338
frame_0766,0.1512,0.3526,0.0022,0.3639,0.0249,0.0788,0.0263
frame_0767,0.1444,0.3792,0.0029,0.3653,0.0220,0.0774,0.0088
frame_0768,0.2529,0.2696,0.0023,0.3679,0.0215,0.0782,0.0075
frame_0769,0.2422,0.2723,0.0016,0.3685,0.0212,0.0872,0.0070
frame_0770,0.2568,0.2662,0.0026,0.3707,0.0142,0.0790,0.0105
frame_0771,0.2384,0.2812,0.0035,0.3772,0.0133,0.0782,0.0081
frame_0772,0.2349,0.2705,0.0044,0.3839,0.0156,0.0854,0.0054
frame_0773,0.2505,0.2827,0.0044,0.3682,0.0145,0.0735,0.0062
frame_0774,0.2649,0.2813,0.0060,0.3514,0.0197,0.0705,0.0063
frame_0775,0.2601,0.2865,0.0074,0.3466,0.0172,0.0715,0.0107
frame_0776,0.2667,0.2920,0.0090,0.3362,0.0172,0.0695,0.0095
frame_0777,0.2653,0.2946,0.0104,0.3299,0.0133,0.0706,0.0160
frame_0778,0.2574,0.3059,0.0084,0.3284,0.0161,0.0698,0.0141
frame_0779,0.2604,0.3207,0.0085,0.3210,0.0157,0.0680,0.0057
frame_0780,0.2521,0.3350,0.0083,0.3144,0.0163,0.0713,0.0026
frame_0781,0.2376,0.3550,0.0084,0.3106,0.0171,0.0669,0.0043
frame_0782,0.2434,0.3562,0.0069,0.2997,0.0173,0.0695,0.0071
frame_0783,0.2431,0.3563,0.0069,0.2912,0.0182,0.0721,0.0122
frame_0784,0.1413,0.4662,0.0092,0.2816,0.0191,0.0701,0.0123
frame_0785,0.2167,0.3929,0.0087,0.2690,0.0209,0.0794,0.0125
frame_0786,0.1635,0.4508,0.0108,0.2590,0.0221,0.0726,0.0212
frame_0787,0.1173,0.5022,0.0056,0.2488,0.0245,0.0768,0.0247
frame_0788,0.1172,0.4998,0.0087,0.2491,0.0263,0.0790,0.0198
frame_0789,0.1359,0.4670,0.0048,0.2550,0.0292,0.0937,0.0144
frame_0790,0.2046,0.3830,0.0072,0.2715,0.0326,0.0927,0.0084
frame_0791,0.1000,0.4601,0.0056,0.2741,0.0344,0.0777,0.0482
frame_0792,0.2046,0.4009,0.0054,0.2481,0.0362,0.0832,0.0215
frame_0793,0.2005,0.4158,0.0053,0.2447,0.0390,0.0801,0.0147
frame_0794,0.2077,0.4310,0.0065,0.2320,0.0415,0.0705,0.0109
frame_0795,0.1937,0.4405,0.0066,0.2265,0.0461,0.0764,0.0102
frame_0796,0.2168,0.4162,0.0027,0.2254,0.0468,0.0760,0.0161
frame_0797,0.2075,0.4119,0.0031,0.2127,0.0481,0.0836,0.0331
frame_0798,0.2208,0.3736,0.0029,0.2114,0.0622,0.0830,0.0461
frame_0799,0.2287,0.3874,0.0027,0.1959,0.0689,0.0859,0.0305
frame_0800,0.2242,0.4175,0.0020,0.1922,0.0705,0.0810,0.0124
frame_0801,0.2253,0.4009,0.0049,0.1894,0.0867,0.0857,0.0072
frame_0802,0.2154,0.4140,0.0018,0.1822,0.0940,0.0884,0.0042
frame_0803,0.2258,0.3971,0.0026,0.1778,0.1014,0.0798,0.0154
frame_0804,0.2351,0.3897,0.0012,0.1709,0.1074,0.0823,0.0134
frame_0805,0.2207,0.4057,0.0022,0.1659,0.1023,0.0708,0.0323
frame_0806,0.2287,0.3897,0.0023,0.1614,0.1202,0.0666,0.0311
frame_0807,0.2252,0.3855,0.0059,0.1518,0.1252,0.0835,0.0229
frame_0808,0.2356,0.3901,0.0079,0.1488,0.1216,0.0758,0.0202
frame_0809,0.2401,0.3665,0.0120,0.1451,0.1413,0.0671,0.0278
frame_0810,0.2467,0.3647,0.0086,0.1432,0.1454,0.0566,0.0348
frame_0811,0.2508,0.3595,0.0074,0.1380,0.1500,0.0652,0.0291
frame_0812,0.2504,0.3599,0.0096,0.1337,0.1564,0.0709,0.0191
frame_0813,0.2577,0.3468,0.0079,0.1310,0.1758,0.0628,0.0180
frame_0814,0.2582,0.3478,0.0057,0.1275,0.1829,0.0666,0.0114
frame_0815,0.2521,0.3652,0.0045,0.1243,0.1680,0.0710,0.0149
frame_0816,0.2325,0.3484,0.0047,0.1212,0.2003,0.0855,0.0075
frame_0817,0.2420,0.3293,0.0050,0.1167,0.2062,0.0882,0.0126
frame_0818,0.2375,0.3093,0.0052,0.1132,0.2158,0.0970,0.0220
frame_0819,0.2441,0.3112,0.0038,0.1086,0.2235,0.1028,0.0060
frame_0820,0.2363,0.3095,0.0018,0.1037,0.2302,0.1003,0.0182
frame_0821,0.2321,0.3232,0.0020,0.0994,0.2379,0.0901,0.0154
frame_0822,0.2397,0.3184,0.0020,0.0947,0.2424,0.0933,0.0094
frame_0823,0.2397,0.3128,0.0037,0.0909,0.2527,0.0985,0.0017
frame_0824,0.2435,0.3119,0.0034,0.0869,0.2584,0.0860,0.0099
frame_0825,0.2444,0.3128,0.0024,0.0827,0.2625,0.0932,0.0019
frame_0826,0.2478,0.3088,0.0028,0.0818,0.2708,0.0844,0.0036
frame_0827,0.2397,0.3131,0.0032,0.0771,0.2768,0.0874,0.0027
frame_0828,0.2400,0.3032,0.0017,0.0742,0.2830,0.0954,0.0026
frame_0829,0.2220,0.3164,0.0036,0.0722,0.2899,0.0916,0.0042
frame_0830,0.2261,0.3020,0.0033,0.0691,0.2939,0.0986,0.0070
frame_0831,0.2259,0.2984,0.0020,0.0676,0.2988,0.1020,0.0053
frame_0832,0.2234,0.3105,0.0015,0.0645,0.3002,0.0970,0.0028
frame_0833,0.2257,0.2994,0.0020,0.0646,0.3018,0.0930,0.0135
frame_0834,0.2165,0.3126,0.0014,0.0768,0.2909,0.0905,0.0113
frame_0835,0.2256,0.2988,0.0020,0.0754,0.2904,0.1028,0.0050
frame_0836,0.2148,0.3099,0.0008,0.0633,0.3024,0.1044,0.0044
frame_0837,0.2202,0.3055,0.0005,0.0637,0.3007,0.0999,0.0095
frame_0838,0.2029,0.2798,0.0022,0.0640,0.2974,0.1155,0.0381
frame_0839,0.2244,0.2631,0.0022,0.0649,0.2981,0.0923,0.0551
frame_0840,0.2122,0.2598,0.0007,0.0657,0.2925,0.1155,0.0536
frame_0841,0.2016,0.2882,0.0020,0.0673,0.2904,0.1220,0.0284
frame_0842,0.2163,0.2846,0.0007,0.0694,0.2878,0.1037,0.0376
frame_0843,0.2278,0.2657,0.0005,0.0712,0.2832,0.1117,0.0398
frame_0844,0.2205,0.2688,0.0010,0.0711,0.2827,0.1062,0.0497
frame_0845,0.2148,0.2687,0.0007,0.0719,0.2802,0.1031,0.0605
frame_0846,0.2231,0.2054,0.0009,0.0740,0.2808,0.1004,0.1155
frame_0847,0.2165,0.1839,0.0008,0.0750,0.2821,0.0977,0.1441
frame_0848,0.2092,0.1931,0.0011,0.0763,0.2813,0.1136,0.1254
frame_0849,0.2254,0.2084,0.0012,0.0801,0.2842,0.1003,0.1003
frame_0850,0.2147,0.2202,0.0019,0.0808,0.2838,0.1112,0.0875
frame_0851,0.2212,0.1891,0.0013,0.0842,0.2835,0.1056,0.1152
frame_0852,0.2228,0.2150,0.0024,0.0860,0.2845,0.1034,0.0859
frame_0853,0.2248,0.2137,0.0019,0.0880,0.2822,0.1037,0.0856
frame_0854,0.2213,0.2188,0.0019,0.0906,0.2811,0.1027,0.0835
frame_0855,0.2267,0.2301,0.0027,0.0949,0.2795,0.0872,0.0790
frame_0856,0.2393,0.2206,0.0024,0.0987,0.2757,0.0851,0.0782
frame_0857,0.2422,0.2224,0.0043,0.1006,0.2726,0.0802,0.0775
frame_0858,0.2485,0.2958,0.0033,0.1036,0.2670,0.0801,0.0017
frame_0859,0.2430,0.2968,0.0057,0.1096,0.2653,0.0747,0.0049
frame_0860,0.2432,0.2934,0.0049,0.1115,0.2631,0.0707,0.0133
frame_0861,0.2351,0.2966,0.0049,0.1180,0.2581,0.0765,0.0107
frame_0862,0.2316,0.2945,0.0072,0.1334,0.2566,0.0662,0.0106
frame_0863,0.2363,0.2751,0.0144,0.1485,0.2521,0.0598,0.0137
frame_0864,0.2182,0.3029,0.0068,0.1494,0.2491,0.0645,0.0090
frame_0865,0.2375,0.2749,0.0099,0.1523,0.2478,0.0672,0.0104
frame_0866,0.2417,0.2688,0.0069,0.1630,0.2448,0.0653,0.0095
frame_0867,0.2352,0.2600,0.0068,0.1630,0.2419,0.0767,0.0165
frame_0868,0.2394,0.2566,0.0070,0.1686,0.2377,0.0642,0.0266
frame_0869,0.2508,0.2552,0.0130,0.1716,0.2309,0.0716,0.0070
frame_0870,0.2581,0.2501,0.0100,0.1816,0.2256,0.0682,0.0063
frame_0871,0.2560,0.2408,0.0132,0.1904,0.2159,0.0759,0.0078
frame_0872,0.2689,0.2416,0.0101,0.1973,0.2050,0.0624,0.0147
frame_0873,0.2568,0.2539,0.0093,0.2096,0.1958,0.0644,0.0102
frame_0874,0.2612,0.2247,0.0099,0.2129,0.1856,0.0674,0.0382
frame_0875,0.2466,0.2554,0.0086,0.2247,0.1759,0.0653,0.0236
frame_0876,0.2573,0.2437,0.0078,0.2373,0.1644,0.0622,0.0273
frame_0877,0.2482,0.2364,0.0083,0.2536,0.1499,0.0681,0.0355
frame_0878,0.2366,0.2358,0.0095,0.2691,0.1394,0.0706,0.0390
frame_0879,0.2417,0.2177,0.0111,0.2871,0.1282,0.0736,0.0406
frame_0880,0.2451,0.2214,0.0075,0.3033,0.1172,0.0754,0.0301
frame_0881,0.2390,0.2400,0.0081,0.3030,0.1075,0.0810,0.0214
frame_0882,0.2565,0.2439,0.0092,0.3130,0.0980,0.0647,0.0148
frame_0883,0.2471,0.2564,0.0105,0.3123,0.0874,0.0626,0.0236
frame_0884,0.2397,0.2720,0.0063,0.3122,0.0789,0.0680,0.0228
frame_0885,0.2416,0.2778,0.0094,0.3155,0.0705,0.0716,0.0135
frame_0886,0.2461,0.2789,0.0073,0.3217,0.0628,0.0682,0.0150
frame_0887,0.2505,0.2654,0.0095,0.3291,0.0562,0.0735,0.0158
frame_0888,0.2565,0.2606,0.0059,0.3422,0.0474,0.0710,0.0165
frame_0889,0.1560,0.3582,0.0057,0.3523,0.0435,0.0763,0.0080
frame_0890,0.1376,0.3705,0.0077,0.3563,0.0393,0.0778,0.0109
frame_0891,0.2377,0.2594,0.0084,0.3699,0.0337,0.0848,0.0061
frame_0892,0.2490,0.2425,0.0083,0.3689,0.0314,0.0811,0.0187
frame_0893,0.2497,0.2458,0.0063,0.3665,0.0271,0.0971,0.0074
frame_0894,0.2468,0.2369,0.0068,0.3838,0.0251,0.0787,0.0219
frame_0895,0.2484,0.2470,0.0068,0.3835,0.0214,0.0877,0.0052
frame_0896,0.2062,0.2801,0.0087,0.3845,0.0190,0.0716,0.0300
frame_0897,0.1359,0.3719,0.0074,0.3862,0.0154,0.0725,0.0106
frame_0898,0.1341,0.3675,0.0111,0.3791,0.0159,0.0714,0.0210
frame_0899,0.1622,0.3650,0.0104,0.3721,0.0137,0.0665,0.0100
frame_0900,0.1440,0.3814,0.0065,0.3811,0.0127,0.0669,0.0074
frame_0901,0.1277,0.4115,0.0061,0.3709,0.0121,0.0674,0.0042
frame_0902,0.2423,0.2905,0.0057,0.3732,0.0116,0.0646,0.0120
frame_0903,0.2402,0.2735,0.0054,0.3719,0.0103,0.0669,0.0317
frame_0904,0.2322,0.3040,0.0053,0.3677,0.0095,0.0625,0.0188
frame_0905,0.2269,0.3102,0.0055,0.3695,0.0088,0.0674,0.0116
frame_0906,0.2399,0.3047,0.0046,0.3691,0.0092,0.0645,0.0080
frame_0907,0.2672,0.2799,0.0049,0.3763,0.0082,0.0554,0.0081
frame_0908,0.1658,0.3668,0.0082,0.3792,0.0081,0.0590,0.0130
frame_0909,0.2465,0.2627,0.0071,0.4008,0.0082,0.0591,0.0155
frame_0910,0.1967,0.3178,0.0084,0.4006,0.0099,0.0575,0.0090
frame_0911,0.2408,0.2654,0.0010,0.4152,0.0102,0.0570,0.0103
frame_0912,0.2397,0.2586,0.0015,0.4257,0.0123,0.0559,0.0064
frame_0913,0.1373,0.3594,0.0041,0.4224,0.0137,0.0598,0.0032
frame_0914,0.2133,0.2882,0.0021,0.4159,0.0153,0.0601,0.0051
frame_0915,0.2450,0.2605,0.0039,0.4184,0.0163,0.0530,0.0029
frame_0916,0.2514,0.2473,0.0019,0.4232,0.0144,0.0553,0.0064
frame_0917,0.2512,0.2476,0.0020,0.4209,0.0120,0.0533,0.0130
frame_0918,0.2538,0.2508,0.0022,0.4228,0.0098,0.0560,0.0045
frame_0919,0.2529,0.2536,0.0021,0.4236,0.0070,0.0572,0.0036
frame_0920,0.2518,0.2528,0.0030,0.4218,0.0052,0.0605,0.0050
frame_0921,0.1844,0.3123,0.0031,0.4278,0.0046,0.0614,0.0063
frame_0922,0.1365,0.3651,0.0037,0.4262,0.0032,0.0625,0.0029
frame_0923,0.2300,0.2672,0.0023,0.4297,0.0031,0.0602,0.0075
frame_0924,0.2371,0.2559,0.0026,0.4357,0.0029,0.0534,0.0123
frame_0925,0.2446,0.2442,0.0022,0.4342,0.0031,0.0569,0.0148
frame_0926,0.1990,0.3007,0.0021,0.4223,0.0034,0.0620,0.0105
frame_0927,0.1772,0.3054,0.0031,0.4073,0.0031,0.0638,0.0399
frame_0928,0.1998,0.3032,0.0033,0.3963,0.0030,0.0624,0.0320
frame_0929,0.0990,0.4192,0.0033,0.3891,0.0037,0.0752,0.0105
frame_0930,0.1263,0.3963,0.0044,0.3828,0.0028,0.0745,0.0131
frame_0931,0.1133,0.4217,0.0055,0.3736,0.0036,0.0768,0.0055
frame_0932,0.1994,0.3157,0.0081,0.3673,0.0032,0.0759,0.0304
frame_0933,0.2141,0.3187,0.0096,0.3646,0.0041,0.0700,0.0189
frame_0934,0.2097,0.3321,0.0092,0.3579,0.0048,0.0763,0.0101
frame_0935,0.2108,0.3316,0.0075,0.3568,0.0050,0.0637,0.0247
frame_0936,0.2109,0.3313,0.0075,0.3513,0.0037,0.0670,0.0283
frame_0937,0.2013,0.3280,0.0062,0.3494,0.0061,0.0629,0.0460
frame_0938,0.2069,0.3493,0.0063,0.3449,0.0071,0.0550,0.0306
frame_0939,0.2151,0.3478,0.0056,0.3412,0.0073,0.0588,0.0241
frame_0940,0.2049,0.3592,0.0051,0.3472,0.0074,0.0697,0.0066
frame_0941,0.2068,0.3574,0.0044,0.3462,0.0081,0.0620,0.0151
frame_0942,0.2125,0.3578,0.0041,0.3476,0.0090,0.0598,0.0093
frame_0943,0.2111,0.3573,0.0043,0.3544,0.0073,0.0596,0.0060
frame_0944,0.1824,0.3767,0.0042,0.3535,0.0089,0.0648,0.0096
frame_0945,0.2242,0.3312,0.0036,0.3700,0.0060,0.0557,0.0092
frame_0946,0.2014,0.3443,0.0042,0.3763,0.0060,0.0618,0.0060
frame_0947,0.2102,0.3082,0.0033,0.3879,0.0095,0.0541,0.0268
frame_0948,0.2180,0.2997,0.0030,0.3958,0.0099,0.0574,0.0161
frame_0949,0.2294,0.3012,0.0030,0.3874,0.0086,0.0629,0.0076
frame_0950,0.2260,0.3054,0.0029,0.3832,0.0100,0.0605,0.0118
frame_0951,0.2269,0.2972,0.0024,0.3927,0.0118,0.0607,0.0082
frame_0952,0.2249,0.3047,0.0020,0.3854,0.0108,0.0696,0.0027
frame_0953,0.1304,0.3901,0.0023,0.3877,0.0156,0.0691,0.0048
frame_0954,0.1593,0.3579,0.0016,0.3795,0.0211,0.0694,0.0112
frame_0955,0.1383,0.3763,0.0017,0.3769,0.0246,0.0704,0.0118
frame_0956,0.2326,0.2826,0.0011,0.3694,0.0283,0.0682,0.0178
frame_0957,0.2439,0.2846,0.0036,0.3552,0.0282,0.0630,0.0215
frame_0958,0.2356,0.2877,0.0021,0.3524,0.0372,0.0709,0.0141
frame_0959,0.1229,0.3837,0.0010,0.3398,0.0417,0.0796,0.0314
frame_0960,0.2254,0.2879,0.0022,0.3278,0.0424,0.0855,0.0287
frame_0961,0.2344,0.2450,0.0018,0.3214,0.0491,0.0888,0.0595
frame_0962,0.2359,0.2907,0.0029,0.3122,0.0521,0.0824,0.0238
frame_0963,0.2350,0.2866,0.0028,0.3062,0.0566,0.0843,0.0285
frame_0964,0.2405,0.2925,0.0028,0.2949,0.0622,0.0789,0.0282
frame_0965,0.2352,0.2976,0.0015,0.2833,0.0679,0.0810,0.0335
frame_0966,0.2400,0.2920,0.0032,0.2735,0.0722,0.0822,0.0368
frame_0967,0.2388,0.2886,0.0021,0.2650,0.0819,0.0832,0.0403
frame_0968,0.2507,0.2939,0.0026,0.2544,0.0893,0.0833,0.0258
frame_0969,0.2587,0.2978,0.0022,0.2428,0.0960,0.0748,0.0278
frame_0970,0.2648,0.2778,0.0028,0.2317,0.1044,0.0806,0.0380
frame_0971,0.2668,0.2779,0.0023,0.2296,0.1115,0.0739,0.0379
frame_0972,0.2668,0.2898,0.0022,0.2143,0.1189,0.0737,0.0343
frame_0973,0.2655,0.2881,0.0040,0.2089,0.1262,0.0626,0.0446
frame_0974,0.2691,0.2867,0.0027,0.1986,0.1335,0.0625,0.0469
frame_0975,0.2637,0.2943,0.0023,0.1896,0.1393,0.0662,0.0445
frame_0976,0.2562,0.2959,0.0031,0.1774,0.1470,0.0672,0.0532
frame_0977,0.2522,0.2997,0.0031,0.1698,0.1522,0.0680,0.0550
frame_0978,0.2565,0.3016,0.0043,0.1597,0.1590,0.0646,0.0543
frame_0979,0.2494,0.3023,0.0054,0.1516,0.1627,0.0647,0.0638
frame_0980,0.2459,0.3033,0.0085,0.1394,0.1681,0.0720,0.0629
frame_0981,0.2411,0.3017,0.0103,0.1337,0.1796,0.0754,0.0582
frame_0982,0.2332,0.3030,0.0130,0.1285,0.1863,0.0775,0.0585
frame_0983,0.2325,0.3109,0.0120,0.1202,0.1933,0.0791,0.0520
frame_0984,0.2470,0.2988,0.0135,0.1166,0.2017,0.0742,0.0481
frame_0985,0.2369,0.3059,0.0111,0.1075,0.2087,0.0754,0.0544
frame_0986,0.2298,0.3172,0.0076,0.1026,0.2135,0.0823,0.0470
frame_0987,0.2338,0.3099,0.0056,0.0974,0.2234,0.0907,0.0392
frame_0988,0.2354,0.2883,0.0142,0.0902,0.2319,0.0886,0.0514
frame_0989,0.2425,0.3026,0.0094,0.0898,0.2323,0.0727,0.0507
frame_0990,0.2462,0.3073,0.0038,0.0859,0.2424,0.0821,0.0322
frame_0991,0.2488,0.3090,0.0034,0.0828,0.2484,0.0782,0.0293
frame_0992,0.2553,0.3166,0.0026,0.0785,0.2517,0.0668,0.0285
frame_0993,0.2550,0.3147,0.0022,0.0740,0.2564,0.0792,0.0186
frame_0994,0.2586,0.3183,0.0012,0.0680,0.2629,0.0729,0.0181
frame_0995,0.2616,0.3203,0.0011,0.0653,0.2665,0.0688,0.0163
frame_0996,0.2625,0.3291,0.0013,0.0602,0.2611,0.0719,0.0139
frame_0997,0.2674,0.3224,0.0008,0.0573,0.2750,0.0689,0.0082
frame_0998,0.2622,0.3262,0.0019,0.0543,0.2756,0.0667,0.0132
frame_0999,0.2590,0.3283,0.0013,0.0537,0.2816,0.0677,0.0084
frame_1000,0.2663,0.3211,0.0011,0.0511,0.2844,0.0689,0.0071
frame_1001,0.2654,0.3249,0.0005,0.0500,0.2851,0.0620,0.0120
frame_1002,0.2699,0.3245,0.0006,0.0492,0.2889,0.0584,0.0086
frame_1003,0.2660,0.3229,0.0009,0.0491,0.2892,0.0647,0.0071
frame_1004,0.2156,0.3718,0.0008,0.0482,0.2917,0.0657,0.0061
frame_1005,0.2629,0.3352,0.0006,0.0494,0.2856,0.0624,0.0039
frame_1006,0.2477,0.3381,0.0006,0.0490,0.2932,0.0667,0.0047
frame_1007,0.2572,0.3275,0.0005,0.0484,0.2961,0.0656,0.0048
frame_1008,0.2662,0.3215,0.0006,0.0468,0.2966,0.0653,0.0030
frame_1009,0.2723,0.3126,0.0018,0.0444,0.2995,0.0570,0.0123
frame_1010,0.2670,0.3178,0.0007,0.0430,0.3035,0.0643,0.0037
frame_1011,0.2643,0.3157,0.0004,0.0416,0.3042,0.0672,0.0067
frame_1012,0.2666,0.3148,0.0005,0.0398,0.3060,0.0638,0.0085
frame_1013,0.2616,0.3109,0.0009,0.0409,0.3067,0.0701,0.0089
frame_1014,0.2604,0.3155,0.0005,0.0396,0.3081,0.0701,0.0058
frame_1015,0.2650,0.3132,0.0004,0.0397,0.3107,0.0664,0.0047
frame_1016,0.2592,0.3187,0.0006,0.0398,0.3101,0.0671,0.0044
