audio_frame_idx,start_time_sec,end_time_sec,top_class,top_score,avg_score,max_score
891,427.701815,428.181839,Speech,0.975073,0.001966,0.975073
892,428.181839,428.661864,Speech,0.981402,0.002182,0.981402
893,428.661864,429.141888,Speech,0.924153,0.001977,0.924153
894,429.141888,429.621913,Speech,0.929955,0.002632,0.929955
895,429.621913,430.101937,Speech,0.953494,0.002305,0.953494
896,430.101937,430.581962,Speech,0.974876,0.002032,0.974876
897,430.581962,431.061986,Speech,0.892838,0.002170,0.892838
898,431.061986,431.542011,Speech,0.787218,0.001827,0.787218
899,431.542011,432.022035,Speech,0.488255,0.001357,0.488255
900,432.022035,432.502060,Speech,0.745807,0.001688,0.745807
901,432.502060,432.982084,Speech,0.719269,0.002581,0.719269
902,432.982084,433.462109,Speech,0.839572,0.003721,0.839572
903,433.462109,433.942133,Speech,0.982248,0.002601,0.982248
904,433.942133,434.422158,Speech,0.961988,0.002085,0.961988
905,434.422158,434.902182,Speech,0.940496,0.002078,0.940496
906,434.902182,435.382207,Speech,0.944502,0.002654,0.944502
907,435.382207,435.862231,Speech,0.979680,0.002099,0.979680
908,435.862231,436.342256,Speech,0.985953,0.002168,0.985953
909,436.342256,436.822280,Speech,0.819540,0.001862,0.819540
910,436.822280,437.302305,Speech,0.855669,0.002214,0.855669
911,437.302305,437.782329,Speech,0.200346,0.000861,0.200346
912,437.782329,438.262353,Speech,0.218811,0.001025,0.218811
913,438.262353,438.742378,Speech,0.781616,0.001897,0.781616
914,438.742378,439.222402,Speech,0.952118,0.002027,0.952118
915,439.222402,439.702427,Speech,0.982557,0.002088,0.982557
916,439.702427,440.182451,Speech,0.970774,0.001947,0.970774
917,440.182451,440.662476,Speech,0.983256,0.002097,0.983256
918,440.662476,441.142500,Speech,0.909163,0.002069,0.909163
919,441.142500,441.622525,Speech,0.934555,0.002006,0.934555
920,441.622525,442.102549,Speech,0.667480,0.001495,0.667480
921,442.102549,442.582574,Speech,0.728083,0.001636,0.728083
922,442.582574,443.062598,Speech,0.096798,0.000524,0.096798
923,443.062598,443.542623,Music,0.471070,0.001309,0.471070
924,443.542623,444.022647,Music,0.794905,0.002216,0.794905
925,444.022647,444.502672,Music,0.720616,0.001703,0.720616
926,444.502672,444.982696,Music,0.168618,0.001367,0.168618
927,444.982696,445.462721,Speech,0.211345,0.000643,0.211345
928,445.462721,445.942745,Speech,0.080368,0.000372,0.080368
929,445.942745,446.422770,Music,0.300958,0.000858,0.300958
930,446.422770,446.902794,Music,0.289053,0.001489,0.289053
931,446.902794,447.382819,Sliding door,0.123365,0.001860,0.123365
932,447.382819,447.862843,Music,0.485984,0.001109,0.485984
933,447.862843,448.342868,Speech,0.076347,0.000772,0.076347
934,448.342868,448.822892,Music,0.239857,0.000804,0.239857
935,448.822892,449.302917,Music,0.692275,0.001690,0.692275
936,449.302917,449.782941,Glass,0.237446,0.005687,0.237446
937,449.782941,450.262966,Speech,0.519591,0.001503,0.519591
938,450.262966,450.742990,Speech,0.261996,0.002968,0.261996
939,450.742990,451.223015,Speech,0.986701,0.001954,0.986701
940,451.223015,451.703039,Speech,0.802998,0.001906,0.802998
941,451.703039,452.183064,Speech,0.948656,0.002075,0.948656
942,452.183064,452.663088,Speech,0.884578,0.001978,0.884578
943,452.663088,453.143112,Speech,0.990749,0.001950,0.990749
944,453.143112,453.623137,Speech,0.988826,0.002016,0.988826
945,453.623137,454.103161,Speech,0.675256,0.001824,0.675256
946,454.103161,454.583186,Speech,0.838064,0.001850,0.838064
947,454.583186,455.063210,Speech,0.945683,0.002018,0.945683
948,455.063210,455.543235,Speech,0.996501,0.001999,0.996501
949,455.543235,456.023259,Speech,0.983299,0.001989,0.983299
950,456.023259,456.503284,Speech,0.869210,0.001764,0.869210
951,456.503284,456.983308,Speech,0.632320,0.001779,0.632320
952,456.983308,457.463333,Speech,0.796571,0.001898,0.796571
953,457.463333,457.943357,Speech,0.660951,0.001497,0.660951
954,457.943357,458.423382,Dog,0.137534,0.002024,0.137534
955,458.423382,458.903406,Basketball bounce,0.274307,0.002025,0.274307
956,458.903406,459.383431,Speech,0.882832,0.001899,0.882832
957,459.383431,459.863455,Speech,0.621457,0.001479,0.621457
958,459.863455,460.343480,Speech,0.059851,0.001706,0.059851
959,460.343480,460.823504,Horse,0.092264,0.001542,0.092264
960,460.823504,461.303529,Bus,0.079133,0.001100,0.079133
961,461.303529,461.783553,Speech,0.210213,0.001124,0.210213
962,461.783553,462.263578,Speech,0.169749,0.000957,0.169749
963,462.263578,462.743602,Speech,0.096361,0.000526,0.096361
964,462.743602,463.223627,Speech,0.086022,0.000656,0.086022
965,463.223627,463.703651,Mouse,0.219566,0.003338,0.219566
966,463.703651,464.183676,Speech,0.246916,0.002409,0.246916
967,464.183676,464.663700,Speech,0.130220,0.001483,0.130220
968,464.663700,465.143725,Speech,0.859979,0.001808,0.859979
969,465.143725,465.623749,Animal,0.668614,0.003759,0.668614
970,465.623749,466.103774,Animal,0.474773,0.002531,0.474773
971,466.103774,466.583798,"Rodents, rats, mice",0.664966,0.005830,0.664966
972,466.583798,467.063822,Speech,0.134776,0.001953,0.134776
973,467.063822,467.543847,Speech,0.701078,0.001539,0.701078
974,467.543847,468.023871,Speech,0.509832,0.001509,0.509832
975,468.023871,468.503896,Speech,0.564303,0.001240,0.564303
976,468.503896,468.983920,Speech,0.927086,0.001917,0.927086
977,468.983920,469.463945,Speech,0.988140,0.002017,0.988140
978,469.463945,469.943969,Speech,0.764659,0.001686,0.764659
979,469.943969,470.423994,Speech,0.956885,0.001927,0.956885
980,470.423994,470.904018,Speech,0.562644,0.002280,0.562644
981,470.904018,471.384043,Speech,0.959765,0.002101,0.959765
982,471.384043,471.864067,Speech,0.498775,0.002976,0.498775
983,471.864067,472.344092,"Domestic animals, pets",0.290325,0.002369,0.290325
984,472.344092,472.824116,Animal,0.265699,0.002575,0.265699
985,472.824116,473.304141,Speech,0.297468,0.000925,0.297468
986,473.304141,473.784165,Speech,0.806199,0.001755,0.806199
987,473.784165,474.264190,Speech,0.841585,0.002026,0.841585
988,474.264190,474.744214,Speech,0.963586,0.001949,0.963586
989,474.744214,475.224239,Speech,0.883122,0.001951,0.883122
990,475.224239,475.704263,Speech,0.942989,0.001890,0.942989
991,475.704263,476.184288,Speech,0.884704,0.001923,0.884704
992,476.184288,476.664312,Speech,0.988793,0.002267,0.988793
993,476.664312,477.144337,Speech,0.981483,0.002012,0.981483
994,477.144337,477.624361,Speech,0.993298,0.002076,0.993298
995,477.624361,478.104386,Speech,0.988493,0.002053,0.988493
996,478.104386,478.584410,Speech,0.919933,0.002122,0.919933
997,478.584410,479.064435,Speech,0.762715,0.001731,0.762715
998,479.064435,479.544459,Speech,0.948697,0.002051,0.948697
999,479.544459,480.024484,Speech,0.944759,0.001936,0.944759
1000,480.024484,480.504508,Sliding door,0.306510,0.005474,0.306510
1001,480.504508,480.984533,Speech,0.854906,0.001834,0.854906
1002,480.984533,481.464557,Speech,0.971656,0.001954,0.971656
1003,481.464557,481.944581,Speech,0.237705,0.001098,0.237705
1004,481.944581,482.424606,Animal,0.331687,0.003183,0.331687
1005,482.424606,482.904630,Speech,0.145729,0.001221,0.145729
1006,482.904630,483.384655,Speech,0.602167,0.001536,0.602167
1007,483.384655,483.864679,"Outside, rural or natural",0.178460,0.001580,0.178460
1008,483.864679,484.344704,Animal,0.467768,0.004643,0.467768
1009,484.344704,484.824728,Wild animals,0.841725,0.007031,0.841725
1010,484.824728,485.304753,Animal,0.524244,0.003986,0.524244
1011,485.304753,485.784777,Speech,0.193870,0.001307,0.193870
1012,485.784777,486.264802,Speech,0.565300,0.001615,0.565300
1013,486.264802,486.744826,Speech,0.442004,0.001220,0.442004
1014,486.744826,487.224851,Speech,0.651477,0.001945,0.651477
1015,487.224851,487.704875,Speech,0.486008,0.001517,0.486008
1016,487.704875,488.184900,Speech,0.786144,0.001657,0.786144
1017,488.184900,488.664924,Animal,0.202426,0.002210,0.202426
1018,488.664924,489.144949,Speech,0.268383,0.002497,0.268383
1019,489.144949,489.624973,Animal,0.152838,0.001697,0.152838
1020,489.624973,490.104998,Speech,0.304808,0.001862,0.304808
1021,490.104998,490.585022,Speech,0.289687,0.001512,0.289687
1022,490.585022,491.065047,Speech,0.312345,0.001220,0.312345
1023,491.065047,491.545071,Speech,0.672820,0.001791,0.672820
1024,491.545071,492.025096,Speech,0.674273,0.001707,0.674273
1025,492.025096,492.505120,Speech,0.821582,0.002123,0.821582
1026,492.505120,492.985145,Speech,0.760752,0.001706,0.760752
1027,492.985145,493.465169,Speech,0.884348,0.002360,0.884348
1028,493.465169,493.945194,Speech,0.670763,0.001806,0.670763
1029,493.945194,494.425218,Speech,0.259676,0.001278,0.259676
1030,494.425218,494.905243,Speech,0.927244,0.001935,0.927244
1031,494.905243,495.385267,Speech,0.617459,0.002384,0.617459
1032,495.385267,495.865292,Speech,0.812661,0.002279,0.812661
1033,495.865292,496.345316,Speech,0.774826,0.001914,0.774826
1034,496.345316,496.825340,Speech,0.354311,0.001355,0.354311
1035,496.825340,497.305365,Animal,0.527061,0.003930,0.527061
1036,497.305365,497.785389,Speech,0.922898,0.002045,0.922898
1037,497.785389,498.265414,Speech,0.905862,0.001882,0.905862
1038,498.265414,498.745438,Speech,0.659936,0.002105,0.659936
1039,498.745438,499.225463,Speech,0.854816,0.001758,0.854816
1040,499.225463,499.705487,Speech,0.890588,0.001848,0.890588
1041,499.705487,500.185512,Speech,0.872149,0.001802,0.872149
1042,500.185512,500.665536,Speech,0.371561,0.001229,0.371561
1043,500.665536,501.145561,Music,0.126453,0.000807,0.126453
1044,501.145561,501.625585,Speech,0.462656,0.002366,0.462656
1045,501.625585,502.105610,Speech,0.972745,0.002426,0.972745
1046,502.105610,502.585634,Speech,0.700523,0.002764,0.700523
1047,502.585634,503.065659,Speech,0.733806,0.001998,0.733806
1048,503.065659,503.545683,Speech,0.923934,0.002300,0.923934
1049,503.545683,504.025708,Speech,0.925937,0.002006,0.925937
1050,504.025708,504.505732,Speech,0.960231,0.002108,0.960231
1051,504.505732,504.985757,Speech,0.841037,0.001828,0.841037
1052,504.985757,505.465781,Speech,0.975931,0.001925,0.975931
1053,505.465781,505.945806,Speech,0.639846,0.002260,0.639846
1054,505.945806,506.425830,Dog,0.354725,0.003789,0.354725
1055,506.425830,506.905855,Dog,0.699839,0.006100,0.699839
1056,506.905855,507.385879,Speech,0.391962,0.001988,0.391962
1057,507.385879,507.865904,Speech,0.898563,0.002169,0.898563
1058,507.865904,508.345928,Speech,0.883918,0.001998,0.883918
1059,508.345928,508.825953,Speech,0.697705,0.001699,0.697705
1060,508.825953,509.305977,Speech,0.785387,0.001728,0.785387
1061,509.305977,509.786002,Speech,0.940242,0.001999,0.940242
1062,509.786002,510.266026,Speech,0.354284,0.001039,0.354284
1063,510.266026,510.746050,Speech,0.197052,0.000984,0.197052
1064,510.746050,511.226075,Bus,0.270286,0.001924,0.270286
1065,511.226075,511.706099,Speech,0.520146,0.001325,0.520146
1066,511.706099,512.186124,Speech,0.710742,0.001603,0.710742
1067,512.186124,512.666148,Bus,0.137082,0.001144,0.137082
1068,512.666148,513.146173,Vehicle,0.159995,0.004535,0.159995
1069,513.146173,513.626197,Bus,0.123008,0.001629,0.123008
1070,513.626197,514.106222,Bus,0.293838,0.001773,0.293838
1071,514.106222,514.586246,Bus,0.371840,0.002548,0.371840
1072,514.586246,515.066271,Speech,0.840816,0.001785,0.840816
1073,515.066271,515.546295,Speech,0.897513,0.002020,0.897513
1074,515.546295,516.026320,Speech,0.974676,0.002045,0.974676
1075,516.026320,516.506344,Speech,0.787144,0.001751,0.787144
1076,516.506344,516.986369,Speech,0.249419,0.000998,0.249419
1077,516.986369,517.466393,"Traffic noise, roadway noise",0.486100,0.003663,0.486100
1078,517.466393,517.946418,"Vehicle horn, car horn, honking",0.276821,0.001965,0.276821
1079,517.946418,518.426442,Bus,0.108915,0.001878,0.108915
1080,518.426442,518.906467,Speech,0.919448,0.002436,0.919448
1081,518.906467,519.386491,Speech,0.895166,0.002006,0.895166
1082,519.386491,519.866516,Bus,0.231268,0.003108,0.231268
1083,519.866516,520.346540,"Chink, clink",0.293280,0.002646,0.293280
1084,520.346540,520.826565,Speech,0.079147,0.000912,0.079147
1085,520.826565,521.306589,Speech,0.167951,0.000909,0.167951
1086,521.306589,521.786614,Speech,0.729408,0.001631,0.729408
1087,521.786614,522.266638,Speech,0.856384,0.001925,0.856384
1088,522.266638,522.746663,Speech,0.658742,0.001531,0.658742
1089,522.746663,523.226687,Speech,0.599681,0.001378,0.599681
1090,523.226687,523.706712,Speech,0.519367,0.001632,0.519367
1091,523.706712,524.186736,"Rodents, rats, mice",0.134409,0.004994,0.134409
1092,524.186736,524.666761,Sliding door,0.124552,0.002203,0.124552
1093,524.666761,525.146785,Sliding door,0.196605,0.002937,0.196605
1094,525.146785,525.626809,Speech,0.146875,0.001378,0.146875
1095,525.626809,526.106834,Vehicle,0.291453,0.002235,0.291453
1096,526.106834,526.586858,Speech,0.722997,0.001787,0.722997
1097,526.586858,527.066883,Animal,0.176790,0.001513,0.176790
1098,527.066883,527.546907,Clip-clop,0.138806,0.003849,0.138806
1099,527.546907,528.026932,Sliding door,0.629783,0.005594,0.629783
1100,528.026932,528.506956,Sliding door,0.533661,0.003983,0.533661
1101,528.506956,528.986981,Vehicle,0.238488,0.003216,0.238488
1102,528.986981,529.467005,"Outside, urban or manmade",0.065617,0.001402,0.065617
1103,529.467005,529.947030,Speech,0.732250,0.001735,0.732250
1104,529.947030,530.427054,Speech,0.969236,0.001970,0.969236
1105,530.427054,530.907079,Speech,0.416395,0.001401,0.416395
1106,530.907079,531.387103,Speech,0.410182,0.001901,0.410182
1107,531.387103,531.867128,Cupboard open or close,0.405181,0.005990,0.405181
1108,531.867128,532.347152,Door,0.247235,0.003112,0.247235
1109,532.347152,532.827177,Mouse,0.195330,0.003370,0.195330
1110,532.827177,533.307201,Bus,0.114227,0.002021,0.114227
1111,533.307201,533.787226,Clip-clop,0.172068,0.002907,0.172068
1112,533.787226,534.267250,Speech,0.051068,0.001586,0.051068
1113,534.267250,534.747275,Speech,0.159202,0.001888,0.159202
1114,534.747275,535.227299,Speech,0.109699,0.001151,0.109699
1115,535.227299,535.707324,Speech,0.069441,0.001267,0.069441
1116,535.707324,536.187348,Glass,0.192685,0.002406,0.192685
1117,536.187348,536.667373,Animal,0.185728,0.002232,0.185728
1118,536.667373,537.147397,Speech,0.113196,0.001292,0.113196
1119,537.147397,537.627422,Speech,0.512887,0.001437,0.512887
1120,537.627422,538.107446,Bus,0.140802,0.001896,0.140802
1121,538.107446,538.587471,Sliding door,0.234082,0.008260,0.234082
1122,538.587471,539.067495,Sliding door,0.630669,0.005235,0.630669
1123,539.067495,539.547520,Sliding door,0.466988,0.003985,0.466988
1124,539.547520,540.027544,Sliding door,0.197698,0.003016,0.197698
1125,540.027544,540.507568,Speech,0.687541,0.001614,0.687541
1126,540.507568,540.987593,Speech,0.524716,0.001204,0.524716
1127,540.987593,541.467617,Speech,0.767469,0.001647,0.767469
1128,541.467617,541.947642,Speech,0.209215,0.001794,0.209215
1129,541.947642,542.427666,Speech,0.950681,0.002048,0.950681
1130,542.427666,542.907691,Speech,0.945500,0.002011,0.945500
1131,542.907691,543.387715,Speech,0.975013,0.002010,0.975013
1132,543.387715,543.867740,Speech,0.812226,0.001832,0.812226
1133,543.867740,544.347764,Speech,0.563007,0.001693,0.563007
1134,544.347764,544.827789,Music,0.088638,0.000729,0.088638
1135,544.827789,545.307813,Speech,0.401922,0.001086,0.401922
1136,545.307813,545.787838,Speech,0.949871,0.001903,0.949871
1137,545.787838,546.267862,Speech,0.968237,0.002043,0.968237
1138,546.267862,546.747887,Speech,0.777406,0.001695,0.777406
1139,546.747887,547.227911,Speech,0.756024,0.001525,0.756024
1140,547.227911,547.707936,Speech,0.804278,0.001709,0.804278
1141,547.707936,548.187960,Speech,0.991770,0.001990,0.991770
1142,548.187960,548.667985,Speech,0.972232,0.001945,0.972232
1143,548.667985,549.148009,Speech,0.958624,0.001948,0.958624
1144,549.148009,549.628034,Speech,0.950701,0.001903,0.950701
1145,549.628034,550.108058,Speech,0.994580,0.001979,0.994580
1146,550.108058,550.588083,Speech,0.967178,0.001985,0.967178
1147,550.588083,551.068107,Speech,0.692579,0.001501,0.692579
1148,551.068107,551.548132,Speech,0.962392,0.001966,0.962392
1149,551.548132,552.028156,Speech,0.993740,0.001984,0.993740
1150,552.028156,552.508181,Speech,0.996653,0.001995,0.996653
1151,552.508181,552.988205,Speech,0.957144,0.001938,0.957144
1152,552.988205,553.468230,Speech,0.904058,0.001832,0.904058
1153,553.468230,553.948254,Speech,0.774403,0.001584,0.774403
1154,553.948254,554.428279,Speech,0.961275,0.001952,0.961275
1155,554.428279,554.908303,Speech,0.975904,0.001966,0.975904
1156,554.908303,555.388327,Speech,0.960319,0.001976,0.960319
1157,555.388327,555.868352,Speech,0.266494,0.000838,0.266494
1158,555.868352,556.348376,Speech,0.880851,0.001799,0.880851
1159,556.348376,556.828401,Speech,0.540059,0.001856,0.540059
1160,556.828401,557.308425,Speech,0.602993,0.001877,0.602993
1161,557.308425,557.788450,Speech,0.955360,0.002016,0.955360
1162,557.788450,558.268474,Speech,0.970199,0.002125,0.970199
1163,558.268474,558.748499,Speech,0.975267,0.002029,0.975267
1164,558.748499,559.228523,Speech,0.991788,0.002020,0.991788
1165,559.228523,559.708548,Speech,0.963219,0.002029,0.963219
1166,559.708548,560.188572,Speech,0.989842,0.002082,0.989842
1167,560.188572,560.668597,Speech,0.980748,0.002063,0.980748
1168,560.668597,561.148621,Speech,0.241482,0.000854,0.241482
1169,561.148621,561.628646,Speech,0.976829,0.002014,0.976829
1170,561.628646,562.108670,Speech,0.994261,0.001960,0.994261
1171,562.108670,562.588695,Speech,0.951508,0.001999,0.951508
1172,562.588695,563.068719,Speech,0.947571,0.001905,0.947571
1173,563.068719,563.548744,Speech,0.957950,0.001922,0.957950
1174,563.548744,564.028768,Speech,0.935482,0.001943,0.935482
1175,564.028768,564.508793,Speech,0.968546,0.001964,0.968546
1176,564.508793,564.988817,Speech,0.861311,0.001900,0.861311
1177,564.988817,565.468842,Speech,0.957712,0.001936,0.957712
1178,565.468842,565.948866,Speech,0.688594,0.001895,0.688594
1179,565.948866,566.428891,Speech,0.385171,0.001546,0.385171
1180,566.428891,566.908915,Speech,0.752515,0.001858,0.752515
1181,566.908915,567.388940,Speech,0.070912,0.001278,0.070912
1182,567.388940,567.868964,Speech,0.672782,0.001705,0.672782
1183,567.868964,568.348989,Speech,0.985581,0.001997,0.985581
1184,568.348989,568.829013,Speech,0.934079,0.002011,0.934079
1185,568.829013,569.309037,Speech,0.853587,0.002092,0.853587
1186,569.309037,569.789062,Speech,0.862237,0.001770,0.862237
1187,569.789062,570.269086,Speech,0.535336,0.001470,0.535336
1188,570.269086,570.749111,Animal,0.243547,0.002390,0.243547
1189,570.749111,571.229135,Speech,0.124600,0.002054,0.124600
1190,571.229135,571.709160,Speech,0.997921,0.001996,0.997921
1191,571.709160,572.189184,Speech,0.933401,0.001872,0.933401
1192,572.189184,572.669209,Speech,0.381701,0.001797,0.381701
1193,572.669209,573.149233,Speech,0.935688,0.001895,0.935688
1194,573.149233,573.629258,Speech,0.808407,0.001748,0.808407
1195,573.629258,574.109282,Speech,0.973143,0.001926,0.973143
1196,574.109282,574.589307,Speech,0.906550,0.002120,0.906550
1197,574.589307,575.069331,Speech,0.967399,0.002013,0.967399
1198,575.069331,575.549356,Speech,0.939233,0.001892,0.939233
1199,575.549356,576.029380,Speech,0.296157,0.001017,0.296157
1200,576.029380,576.509405,Music,0.246560,0.001035,0.246560
1201,576.509405,576.989429,Speech,0.617316,0.001688,0.617316
1202,576.989429,577.469454,Speech,0.990472,0.002072,0.990472
1203,577.469454,577.949478,Speech,0.953726,0.002027,0.953726
1204,577.949478,578.429503,Speech,0.975873,0.002386,0.975873
1205,578.429503,578.909527,Speech,0.843236,0.001909,0.843236
1206,578.909527,579.389552,Speech,0.848558,0.001912,0.848558
1207,579.389552,579.869576,Speech,0.963719,0.002041,0.963719
1208,579.869576,580.349601,Speech,0.798606,0.002170,0.798606
1209,580.349601,580.829625,Speech,0.849558,0.001878,0.849558
1210,580.829625,581.309650,Speech,0.065569,0.000654,0.065569
1211,581.309650,581.789674,Speech,0.815857,0.002029,0.815857
1212,581.789674,582.269699,Speech,0.959619,0.002028,0.959619
1213,582.269699,582.749723,Speech,0.924131,0.001987,0.924131
1214,582.749723,583.229748,Speech,0.547769,0.001237,0.547769
1215,583.229748,583.709772,Speech,0.864880,0.001819,0.864880
1216,583.709772,584.189796,Speech,0.870975,0.001786,0.870975
1217,584.189796,584.669821,Speech,0.959332,0.001954,0.959332
1218,584.669821,585.149845,Speech,0.988721,0.002052,0.988721
1219,585.149845,585.629870,Speech,0.845447,0.002053,0.845447
1220,585.629870,586.109894,Speech,0.733349,0.001853,0.733349
1221,586.109894,586.589919,Speech,0.680327,0.001618,0.680327
1222,586.589919,587.069943,Speech,0.921417,0.001960,0.921417
1223,587.069943,587.549968,Speech,0.942260,0.001983,0.942260
1224,587.549968,588.029992,Speech,0.989723,0.002124,0.989723
1225,588.029992,588.510017,Speech,0.852265,0.002306,0.852265
1226,588.510017,588.990041,Speech,0.931339,0.001913,0.931339
1227,588.990041,589.470066,Speech,0.986630,0.002095,0.986630
1228,589.470066,589.950090,Speech,0.595928,0.001544,0.595928
1229,589.950090,590.430115,Speech,0.933252,0.002002,0.933252
1230,590.430115,590.910139,Speech,0.903461,0.001928,0.903461
1231,590.910139,591.390164,Speech,0.655025,0.002048,0.655025
1232,591.390164,591.870188,Speech,0.943458,0.002012,0.943458
1233,591.870188,592.350213,Speech,0.858248,0.002029,0.858248
1234,592.350213,592.830237,Speech,0.961553,0.002312,0.961553
1235,592.830237,593.310262,Speech,0.968168,0.002125,0.968168
1236,593.310262,593.790286,Speech,0.988354,0.002058,0.988354
1237,593.790286,594.270311,Speech,0.951528,0.002056,0.951528
1238,594.270311,594.750335,Speech,0.986845,0.002059,0.986845
1239,594.750335,595.230360,Speech,0.946201,0.002085,0.946201
1240,595.230360,595.710384,Speech,0.962554,0.002162,0.962554
1241,595.710384,596.190409,Speech,0.981069,0.002059,0.981069
1242,596.190409,596.670433,Speech,0.989422,0.002128,0.989422
1243,596.670433,597.150458,Speech,0.981559,0.002037,0.981559
1244,597.150458,597.630482,Speech,0.949170,0.002061,0.949170
1245,597.630482,598.110507,Speech,0.794483,0.001724,0.794483
1246,598.110507,598.590531,Speech,0.851719,0.002122,0.851719
1247,598.590531,599.070555,Speech,0.232625,0.000896,0.232625
1248,599.070555,599.550580,Speech,0.293223,0.000869,0.293223
1249,599.550580,600.030604,Speech,0.815873,0.001764,0.815873
1250,600.030604,600.510629,Speech,0.463096,0.001648,0.463096
1251,600.510629,600.990653,Speech,0.307085,0.000993,0.307085
1252,600.990653,601.470678,Speech,0.850161,0.001868,0.850161
1253,601.470678,601.950702,Speech,0.434325,0.001739,0.434325
1254,601.950702,602.430727,Speech,0.736599,0.002324,0.736599
1255,602.430727,602.910751,Speech,0.974468,0.002068,0.974468
1256,602.910751,603.390776,Speech,0.932396,0.001838,0.932396
1257,603.390776,603.870800,Speech,0.960223,0.002013,0.960223
1258,603.870800,604.350825,Speech,0.981047,0.002102,0.981047
1259,604.350825,604.830849,Speech,0.880678,0.002022,0.880678
1260,604.830849,605.310874,Speech,0.711615,0.001700,0.711615
1261,605.310874,605.790898,Speech,0.796193,0.002028,0.796193
1262,605.790898,606.270923,Speech,0.339604,0.001834,0.339604
1263,606.270923,606.750947,Speech,0.395650,0.001397,0.395650
1264,606.750947,607.230972,Speech,0.733723,0.001850,0.733723
1265,607.230972,607.710996,Speech,0.830210,0.002498,0.830210
1266,607.710996,608.191021,Speech,0.910964,0.001920,0.910964
1267,608.191021,608.671045,Speech,0.968213,0.002051,0.968213
1268,608.671045,609.151070,Speech,0.976056,0.001968,0.976056
1269,609.151070,609.631094,Speech,0.945170,0.001922,0.945170
1270,609.631094,610.111119,Speech,0.984557,0.001935,0.984557
1271,610.111119,610.591143,Speech,0.882647,0.001894,0.882647
1272,610.591143,611.071168,Speech,0.982602,0.001971,0.982602
1273,611.071168,611.551192,Speech,0.958782,0.001972,0.958782
1274,611.551192,612.031217,Speech,0.877459,0.001989,0.877459
1275,612.031217,612.511241,Speech,0.812719,0.001859,0.812719
1276,612.511241,612.991265,Speech,0.844520,0.002010,0.844520
1277,612.991265,613.471290,Speech,0.727171,0.001629,0.727171
1278,613.471290,613.951314,Speech,0.539431,0.001643,0.539431
1279,613.951314,614.431339,Speech,0.963597,0.002094,0.963597
1280,614.431339,614.911363,Speech,0.990740,0.002002,0.990740
1281,614.911363,615.391388,Speech,0.986341,0.002232,0.986341
1282,615.391388,615.871412,Speech,0.602384,0.001533,0.602384
1283,615.871412,616.351437,Speech,0.937507,0.001953,0.937507
1284,616.351437,616.831461,Speech,0.981766,0.002131,0.981766
1285,616.831461,617.311486,Speech,0.936965,0.002073,0.936965
1286,617.311486,617.791510,Speech,0.824718,0.002066,0.824718
1287,617.791510,618.271535,Speech,0.419010,0.001253,0.419010
1288,618.271535,618.751559,Speech,0.506952,0.001497,0.506952
1289,618.751559,619.231584,Speech,0.725118,0.002587,0.725118
1290,619.231584,619.711608,Speech,0.312222,0.003884,0.312222
1291,619.711608,620.191633,Speech,0.371602,0.002076,0.371602
1292,620.191633,620.671657,"Chink, clink",0.164479,0.001381,0.164479
1293,620.671657,621.151682,Speech,0.470597,0.001452,0.470597
1294,621.151682,621.631706,Speech,0.226048,0.001741,0.226048
1295,621.631706,622.111731,Speech,0.538720,0.001536,0.538720
1296,622.111731,622.591755,Speech,0.901837,0.001924,0.901837
1297,622.591755,623.071780,Speech,0.083490,0.001520,0.083490
1298,623.071780,623.551804,Glass,0.587859,0.003119,0.587859
1299,623.551804,624.031829,Speech,0.509032,0.002179,0.509032
1300,624.031829,624.511853,Speech,0.977824,0.002010,0.977824
1301,624.511853,624.991878,Speech,0.916075,0.002049,0.916075
1302,624.991878,625.471902,Speech,0.864985,0.001951,0.864985
1303,625.471902,625.951927,Vehicle,0.206184,0.002494,0.206184
1304,625.951927,626.431951,Speech,0.186691,0.001392,0.186691
1305,626.431951,626.911976,Speech,0.854903,0.001866,0.854903
1306,626.911976,627.392000,Speech,0.811274,0.001986,0.811274
